,ID,Strategy,Progress,Strategy_Label,problem,class,admin,age,sex,zone,gang,family,other,risk
8304,Southwest 2-23-80-1,"participant referred to mental health services, el nido family center & youth workforce. also, attend sugar hill swii gryd young adult public forum - pro-social learning. ",Task/Service successfully completed,get mentored for school/work,Poor Family Relations according to Participant Earl Jordan - Anti-Social Behavior Awareness - Low Self-Awareness - Anger Management.,face spme kind of problem,intake,19.0,1,23.0,,0.77243169,,-2.775915883
8310,Southwest 2-23-81-1,ciw will tutor client and mentor client and team will have client be referral to are mental health counselor to evaluate her ability to coop with the pressure of every day life and trauma that client experience living in the community that violence arises every day.,Excellent progress,get mentored for school/work,"Poor academic scores and better nutritional habits. Anti-Social Influences - Low Self-Esteem, poor etiquette & social skills.",face spme kind of problem,intake,16.0,2,23.0,,3.198716237,,-3.0649141510000004
8323,Southwest 2-23-82-1,have client visit the office so we can apply for a social security card. ,Task/Service successfully completed,get mentored for school/work,Client lost his social security card. ,face spme kind of problem,intake,14.0,1,23.0,0.815124147,-5.348784435,,1.713202774
8341,Southwest 2-23-83-1,ciw and case manager discuss with client about going to dpss to get general assistance. ciw transported client to dpss and now client has a ebt card.,Task/Service successfully completed,get mentored for school/work,participant financial status has no job now mom is asking him to help out with bills at home. EBT cal fresh and job,face spme kind of problem,intake,18.0,1,23.0,,-0.978963589,,-2.323606213
8352,Southwest 2-23-90-2,client will be enroll into a life skill class and possible substance abuse class.,A Little progress,substance abuse/anger management/life skill,client still likes to hang out with known members of community and CIW thinks that client is very influence by these people and wants client to due a life skill class.,face spme kind of problem,intake,18.0,2,23.0,,-1.922064041,-1.732736087,-2.956039882
8354,Southwest 2-23-91-2,client be enroll into life skill class. to help to help spend her time away from negative lifestyle ,Task/Service successfully completed,substance abuse/anger management/life skill,client is a known gang member but has truly shown in the last year that she has no interest in continuing in the life style of a gang member.,face spme kind of problem,intake,21.0,2,23.0,1.162972478,-0.445661618,2.821077935,-1.800046812
8372,Southwest 2-23-92-1,gang awareness workshop life skills will be provided,Task/Service successfully completed,substance abuse/anger management/life skill,client is gang involved,face spme kind of problem,intake,17.0,1,23.0,7.122936900000001,-6.420268973,,5.043916674
8390,Southwest 2-23-93-1,client will be invited to attend classes and event that can help build new and positive relationships,Task/Service successfully completed,get mentored for school/work,Client hangs out with the negative crowd that leads to problems client seems to be a youth that needs an alternative place to be than streets ,face spme kind of problem,intake,17.0,1,23.0,,4.781521024,,-2.069793619
8407,Southwest 2-23-96-1,cm and ciw will provide life skill workshops for client.,Task/Service successfully completed,substance abuse/anger management/life skill,Client needs life skill workshops  to keep client from hanging out in active area in the GRYD.,"id, work related isssues",intake,18.0,2,23.0,,1.408746026,-1.314277837,-3.69734782
8455,Southwest 2-23-97-1,client will enroll and be supported with calendar of events and classes he is to attend with program helping him to participate complete community service hours,Task/Service successfully completed,get mentored for school/work,Client hangs around with negative crowd and finds himself consistently getting into different problems due to negative activity. Has led to being on Juvenile Probation,face spme kind of problem,intake,14.0,1,23.0,,3.889864638,,0.800086388
8463,Southwest 2-23-97-2,cm and ciw will provide all workshops for the client.,Task/Service successfully completed,developmental asset,Client needs to participate in workshops to complete probation requirements.,"id, work related isssues",intake,16.0,1,23.0,,-2.506558127,-2.072852151,-2.612604481
8465,Southwest 2-23-98-1,program will provide parenting educational workshops,Task/Service successfully completed,developmental asset,client is in need of parenting educational classes,anger related issues,intake,20.0,2,23.0,,-0.622095826,-1.557888358,3.867454044
8492,Southwest 2-23-100-1,client will participate in all substance abuse workshops internal,Task/Service successfully completed,substance abuse/anger management/life skill,client needs substance abuse workshops to complete probation,"id, work related isssues",intake,16.0,1,23.0,,2.107177885,-1.145158661,-0.238535368
8500,Southwest 2-23-101-1,client is being referral to attend a drug awareness work shop class.,Task/Service successfully completed,get mentored for school/work,client has a marijuana issue use occasionally and it has been a reason client cant find employment.,face spme kind of problem,intake,20.0,2,23.0,,-0.178545901,1.908058476,-1.983460883
8518,Southwest 2-23-102-1,client is currently attending high school working on getting high school diploma.,Excellent progress,get mentored for school/work,Client has no high school diploma but is currently working on getting his diploma he is currently attending high school in the 11 grade.,face spme kind of problem,intake,17.0,1,23.0,,2.736997288,,-3.302765356
8520,Southwest 2-23-103-1,the team will provide tutoring,Task/Service successfully completed,developmental asset,client is failing in school and needs help with tutoring,"id, work related isssues",intake,15.0,2,23.0,,-4.17383793,-3.2941520210000004,-2.378043347
8547,Southwest 2-23-104-1,client will be attending tutor session at least twice a week to receive help on the areas he is struggling. ,Task/Service successfully completed,get mentored for school/work,Client is struggling academically ,face spme kind of problem,intake,17.0,1,23.0,,0.915247451,,0.167652719
8598,Southwest 2-23-107-1,client will be attending tutoring at least twice a week to strengthen his weaknesses. ,Task/Service successfully completed,get mentored for school/work, client is currently enroll into high school however is struggling academically. ,face spme kind of problem,intake,16.0,1,23.0,,1.853317175,,-1.129110221
8630,Southwest 2-23-109-1,client acknowledges she has not been the best daughter and mother to her family and has the motivation to change and be the best.,Task/Service successfully completed,get mentored for school/work,client has not been the best parent to her daughter,face spme kind of problem,intake,18.0,2,23.0,,-2.331465284,-1.3630299,2.568410459
8632,Southwest 2-23-112-1,ciw will meet with client and work on work documents.,Excellent progress,get mentored for school/work,client is in need of employment to assist at home with bills and food.,anger related issues,intake,18.0,1,23.0,,2.855806013,,-0.07019848599999999
8644,Southwest 2-23-113-1,cm and ciw will provide gang awareness workshops life skills,Task/Service successfully completed,substance abuse/anger management/life skill,Client is hanging out with the wrong crowd and is getting involved with gang issues,face spme kind of problem,intake,14.0,1,23.0,,-0.28832847,-5.217695065,-1.963358215
8646,Southwest 2-23-114-1,client is currently attending high school working on high school diploma.,Good progress,get mentored for school/work,client is encourage to finish school and receive a high school diploma which she is working on.,face spme kind of problem,intake,16.0,2,23.0,,0.8690462240000001,,-3.408349552
8648,Southwest 2-23-115-1,program will provide all resources to get client back into school,Task/Service successfully completed,developmental asset,client needs to enroll back into school,"id, work related isssues",intake,19.0,2,23.0,,2.892992167,,-2.956039882
8667,Southwest 2-23-122-1,have client attended all work shops to be at facility as much as possible this will prevent client from getting into further situations ,Excellent progress,get mentored for school/work,client is on probation and is working to get off probation soon doesn't have room to do much.,face spme kind of problem,intake,17.0,1,23.0,0.650031705,-0.377072023,,-0.66415641
8669,Southwest 2-23-124-1,support parent with transportation and resource for school for client,Task/Service successfully completed,get mentored for school/work,client needs to enroll back into school,"id, work related isssues",intake,15.0,2,23.0,,-6.062898416,-1.850373548,1.721518325
8677,Southwest 2-23-125-1,cm and ciw  will provide substance abuse workshops,Task/Service successfully completed,substance abuse/anger management/life skill,client has substance abuse issues,need something,intake,17.0,1,23.0,,0.4339347770000001,-0.051440314,1.900791117
8695,Southwest 2-23-125-2,cm and ciw will provide anger management workshops weekly.,Task/Service successfully completed,developmental asset,Client needs to complete anger management. ,"id, work related isssues",intake,18.0,1,23.0,,-1.266288562,-0.313698312,-2.378043347
8697,Southwest 2-23-126-1,program will provide substance abuse workshops,Task/Service successfully completed,substance abuse/anger management/life skill,client needs substance abuse educational workshops,"id, work related isssues",intake,16.0,2,23.0,,-0.7393155929999999,0.7010407809999999,-3.814537639
8730,Southwest 2-23-128-2,client will attend life skills once a week ,Excellent progress,substance abuse/anger management/life skill,Client is on probation ,face spme kind of problem,intake,16.0,2,23.0,,-1.931774201,,1.038487894
8748,Southwest 2-23-129-1,program will provide tasks for client to complete community service hours,Task/Service successfully completed,developmental asset,needs to complete 75 hrs. of community service,"id, work related isssues",intake,16.0,1,23.0,,-0.015857148999999997,-1.6727961669999998,-2.08904508
8753,Southwest 2-23-135-2,cm and ciw will provide substance abuse workshops for client within the agency.,Task/Service successfully completed,substance abuse/anger management/life skill,Client needs to attend substance abuse classes.,"id, work related isssues",intake,16.0,1,23.0,,-0.6753483779999999,0.038726798,-2.378043347
8762,Southwest 2-23-138-1,client will participate in all life skill workshops anger management,Task/Service successfully completed,substance abuse/anger management/life skill,client needs anger management,"id, work related isssues",intake,17.0,2,23.0,,2.4703948540000003,-1.714575881,-1.925552182
8780,Southwest 2-23-139-1,anger management workshops will be provided internal within the program.,Task/Service successfully completed,developmental asset,client needs anger management,"id, work related isssues",intake,18.0,1,23.0,,-6.678345517,-1.5494301519999998,-5.196776292
8788,Southwest 2-23-143-2,cm and ciw will provide  anger management workshops,Task/Service successfully completed,developmental asset,client needs to complete anger management workshops,"id, work related isssues",intake,16.0,1,23.0,,1.3655118380000002,-1.457654579,1.761059765
8798,Southwest 2-23-158-1,client will be scheduled to enroll to internal work readiness classes to help give client work experience and a understanding on how to maintain a job or employment.,A Little progress,get mentored for school/work,client needs work readiness work shop for work experiences due to never having a job,"id, work related isssues",intake,23.0,2,23.0,,-2.506558127,-2.072852151,-2.612604481
