ID,Problem,Strategy,Progress,Problem_Classification,Problem_Label
Hollenbeck 2-20-217-1,ct is in need of a cal-id for work. ,CM had CT fill out paperwork for Reduce Fee Form to get CT a Cal-ID. ,Good progress,2,Need work ready documents/California id
Hollenbeck 2-20-217-1,ct is in need of employment. ,CM is looking into Job Leads for CT. ,No progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-217-1,ct wants to finish school to get his diploma. ,CM will be looking into Independent Study Schools so that CT can get his last 60 Credits to get his Diploma. ,No progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-220-1,ct is in need of employment ,CM is looking into Job Leads for CT and getting Orientation Clothes for CT. ,Some progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-220-1,ct wants to finish school to get his diploma or ged,CM is going to look into Independent Study Schools for CT to finish his Credits. ,No progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-220-1,ct is in need of housing. living with friends and got kicked out of family home. ,CM is looking into Housing Sections and Programs to get CT of the streets. ,No progress,0,Emotional/behavior issues
Hollenbeck 2-20-221-1,currently client is not enrolled in any school. ,CIW will help client with school enrollment. ,A Little progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-221-1,currently client is not enrolled in any school. ,CLT enrolled and started HS,Task/Service successfully completed,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-222-1,tier 2 - youth paid internship ,CLT met with internship CM from BH Tech Center- enrollment workshop ,Good progress,0,Emotional/behavior issues
Hollenbeck 2-20-223-1,ct is in need of employment. ,CM looking for Job Leads for CT. ,A Little progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-223-1,ct is in need of housing services. ,CM is looking into different Programs for CT to Apply for Housing or Section 8. ,A Little progress,5,Need to complete community service hours for probation requirements
Hollenbeck 2-20-223-1,ct is in need of transportation. ,CM is having CT fill out paperwork to receive bus tokens for transportation. ,Task/Service successfully completed,0,Emotional/behavior issues
Hollenbeck 2-20-223-1,ct in need of a birth certificate. ,CM is going to send in request for funds for a Birth Certificate. ,No progress,0,Emotional/behavior issues
Hollenbeck 2-20-224-1,ct in need of employment. wants to find something that is part time with hours of schooling. ,CM looking into Job Leads for CT that will fit in with his School Hours. ,Some progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-224-1,ct is in need of a cal-id. ,CM going to have CT fill out Reduce Fee Form to get his ID.,A Little progress,0,Emotional/behavior issues
Hollenbeck 2-20-224-1,ct is need of mentorships to stay out of trouble. ,CM is working hands on with CT and taking him to YES Program every Wednesday. ,Some progress,0,Emotional/behavior issues
Hollenbeck 2-20-224-2,ct is in need of mentorship to get his life together and to stay out of trouble. ,CM is mentoring and guiding CT in decisions he makes to better his life. ,Good progress,0,Emotional/behavior issues
Hollenbeck 2-20-224-2,ct is in need of getting a part time job that fits in with school schedule. ,CM is working on different job leads to get CT a part time job. ,A Little progress,0,Emotional/behavior issues
Hollenbeck 2-20-224-2,ct is in need of school supplies for school and assistance in fasfa. ,CM is working on a request for finances to get CT school supplies. ,No progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-226-1,ct is in need of services for victims of crime.,CM and CIW looking into Victims of Crime to help CT out due to CT not being able to work and get around. ,A Little progress,0,Emotional/behavior issues
Hollenbeck 2-20-226-1,ct is in need of services and guidance to finish schooling to get his diploma. ,CM is looking into different independent study schools that fit CT schedule so CT can finish last credits to get diploma. ,No progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-226-1,ct in need of cal- id. ,CM having CT fill out paperwork for Reduce Fee Form to get CT his CAL-ID. ,A Little progress,0,Emotional/behavior issues
Hollenbeck 2-20-226-1,ct in need of mentorship and counseling. ,CM working on getting CT into the USC Telehealth for Counseling. ,No progress,0,Emotional/behavior issues
Hollenbeck 2-20-227-1,ct might be on probation. ,CM looking into CT's Probation to see if he is still on some type of Probation which he believes he's not. ,A Little progress,0,Emotional/behavior issues
Hollenbeck 2-20-227-1,ct is in need of a cal-id. ,CM giving CT forms to fill out for Reduce Fee Form. ,Good progress,0,Emotional/behavior issues
Hollenbeck 2-20-227-1,ct is in need of school assistance. ,CM working with CT in assistance of School by providing Bus Tokens. ,A Little progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-228-1,work ready docs - needs assistance with attaining id,CLT received DMV waiver form; pending appointment ,Good progress,2,Need work ready documents/California id
Hollenbeck 2-20-229-1,ct is in need of counseling to deal with past trauma. ,CM connecting with Alma Services for Counseling for CT. ,No progress,0,Emotional/behavior issues
Hollenbeck 2-20-229-1,ct is in need of mentorship to better life skills. ,CM and CIW working with CT to better his Life Skills and Responsibilities. ,Some progress,0,Emotional/behavior issues
Hollenbeck 2-20-231-1,ct is in need of transportation to get around for work and school. ,CM is working with CT on paperwork for Bus Tokens. ,A Little progress,0,Emotional/behavior issues
Hollenbeck 2-20-231-1,ct is in need of assistance for schooling and financial aid. ,CM working with CT to get Financial Aid. ,No progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-231-1,ct is on probation and check ups with court. ,CM is working with CT to stay compliant with Check Ups. ,No progress,0,Emotional/behavior issues
Hollenbeck 2-20-231-2,ct is on probation and check ups with court. ,CM helping out assist CT with Court and giving update progress letters. ,Some progress,0,Emotional/behavior issues
Hollenbeck 2-20-231-2,ct is in need of assistance for schooling and financial aid. ,CM helping CT out with paper work to receive Financial Aid. ,A Little progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-231-2,ct is in need of transportation to get around for employment and school. ,CM working on getting CT Bus Tokens. ,Good progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-232-1,ct is in need of employment. ,CT working on Job Leads for CT and also working on getting Guard Card. ,A Little progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-232-1,ct is in need of transportation to look for work. ,CM working with CT getting paperwork done for Bus Tokens. ,A Little progress,2,Need work ready documents/California id
Hollenbeck 2-20-232-1,ct is on probation and has court dates fro check ups. ,CM working with CT to stay compliant with Probation Check Ups. ,A Little progress,0,Emotional/behavior issues
Hollenbeck 2-20-232-1,ct is in need of assistance for parenting and anger management classes. ,CM looking into Programs for CT can sign up for Anger Management and Parenting Classes. ,No progress,0,Emotional/behavior issues
Hollenbeck 2-20-232-2,ct is in need of employment and guard card. ,CM is working on a request for finances to get CT his Guard Card. ,Some progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-232-2,ct is need of assistance with his probation to get off soon. ,CM is working with CT to stay in compliant with his probation so he can get off sooner. ,Some progress,0,Emotional/behavior issues
Hollenbeck 2-20-232-2,ct is trying to finish school to get diploma or ged. ,CM is mentoring CT with schooling to get his work done. ,A Little progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-233-1,ct in need of employment. something part time that fits in with his school hours. ,CM looking into different Job leads for CT. ,A Little progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-233-1,ct in need of assistance in creating a resume. ,CM and CIW working on getting CT Resume done for Employment. ,No progress,0,Emotional/behavior issues
Hollenbeck 2-20-233-1,ct needs 35 credits to finish school to get his diploma. ,CM working on getting CT tutoring to help with schooling. ,Some progress,4,Need assistance with school enrollment/improving school grades
Hollenbeck 2-20-233-1,ct is in need of a mentorship and guidance in life skills. ,CM and CIW mentoring and working with CT in his Life Skills. ,A Little progress,0,Emotional/behavior issues
