sentiment,selected_text
fear,"She subsequently attended the genetic counselling clinic , and was very anxious about the situation . "
neutral, sounds good ! Let's go ! 
fear,It was on St. Claus Day when I was five years old. St. Claus and his Devil Servant came to see me. St. Claus' Devil Servant rattled with his chain and bowled terribly. I was so frightened that my parents had to ask him to leave.
worry,
neutral,Finally at home. Who decides it`s time for more work at 17:10 on the Friday of a long weekend... apparently my client.
worry,Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.
neutral," No , what ? "
worry,Sad
sadness,Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today
worry,gutted
neutral,
anger, And why are you yarning now ? Are you bored ? 
worry,worst
worry,
neutral,GILF = grandmother.
worry,I had a dream there was some kind of bug on my eye
neutral,
fear,Fear to come and live in Nijmegen.
worry,
neutral,
neutral,What's the matter with you then ? You look miserable . 
neutral, it's ok . It seems we have a lot in common . 
sadness,"Vincent agreed , too low-spirited to put up any resistance . "
neutral,
sadness,i`m so hungry
worry,waiting around for boyfriend. then off to queens. ... looks like it`s going to pour here in dt bklyn. umbrellaless
anger, You always have a chip on your shoulder . 
sadness,sorry
neutral,It would be amazing
worry,
sadness, I'm very busy these days . It seems I can never finish my work . 
neutral,Wish
worry,looking forward to
worry,torn down
worry,
sadness,
neutral,
worry,Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world
sadness,I was too late for the contest!
sadness,"@_iDANCE19 well yes lol ..  i had a chat with them earlier , there just not willing to learn anything else"
worry,Can`t sleep..
neutral,
worry,Chillin
neutral,"total tv quote, not sure if u would know it"
neutral,Working and watching Milk
sadness," I'm sorry , Lucy . I'm afraid that I can't get up . "
worry,o sad
neutral, John is in prison now . He was copped outstealing . 
fear,"2)March 2009,the market said : the opportunity was there,but COURAGE was missing. The factor was too strong"
neutral,haha
neutral, Next June . 
neutral, Possibly . 
worry,sadness
fear,The impact had caused it to buck like a frightened horse . 
neutral,"even if I was drunk, I`d think about using a fake/temporary mail address"
sadness,has the day open until 4. don`t know what to do. everyone is leaving today
fear,I was walking alone along the place where people fear that there are always thieves there and the people who kill their friends during the night two months ago.
neutral,
neutral,Been waiting and nothing
worry,
worry,I was going to go to london for a week then had to change my ticket! I would have been there right now
neutral,trying to plan a huge birthday party by myself
worry,
neutral, You think ? 
neutral,We in bed now.
worry,
sadness,more nightmares?  *huggles*
worry,I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.
worry,beautiful
neutral,woke up.
worry,
sadness,sorry
fear,Going out alone in the dark.
neutral,
worry,Good thing I live my job.
neutral,@ gadgetopia need to DM you but you`re not following me.   Will send email.
neutral,I`d Love
fear,Reading a horror story alone.
neutral,supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  & want Bruno!
worry,****.
sadness,Work is a no go
sadness,Nite Tweeple.  Tomorrow will be day 25 at work.
neutral,"Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers"
fear,"A man was yelling outside my window at 3.00 am, yelling threats, though not to me."
neutral, Yes . 
neutral,very cute and pretty
worry,Good Morning everybody and happy Mothers Day!!!!
worry,Absolutely I have been sick .. I want to go home
fear,I don't need to swear to anything. Punch your mrs and you'll wake up with your dick on your pillow next to bloody scissors. .
sadness,"I`m going on an excursion this week, so I won`t be twitting...."
neutral,
sadness,He was at the graveside looking mournful and interesting . 
neutral,"half of me wants to go to sleep, half of me dosen`t. shoot. my other half is  dying of sleepiness"
sadness,"His anguished voice tailed off , to intensify the effect . "
worry,I ran over a turtle.
worry,So sorry about
worry,y must i hve graduation practice...all im gonna is walk
neutral,Feel hella replenished
worry,
sadness,cry
worry,
sadness,"I applaud you for accepting **** marriage, I have rels that are born again that hate me for it."
neutral,everything okay?
neutral,Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow
worry,Life Just Isn`t Fair > And I Feel
worry,I`m tired..
worry,
anger,My boy-friend had promised me to come home at about 10 p.m. He did not return until midnight and had consumed a lot of alcohol.
worry,snappy
neutral, Yes . 
sadness,Has a head cold
sadness,Well I am on the RIGHT side of thirty
sadness,
neutral,thanks
neutral,indeed
worry,great
neutral,"ah, ****,"
neutral,fmlllll
anger,Being told that I have not got a personality.
sadness,Watching a football game. This reminds me of the time when my father was still alive and when we watched football games on TV together.
sadness,so sad but there is a reason as to why lol
neutral,Yes i work 6 to 3...
worry,
sadness,killing me.
sadness,needs more followers
worry,Thunder & lightning scarededededed me!
neutral, Be careful . 
anger, I have to work on Saturday all day ! I really hate my job ! 
worry,"Very cute - I don`t think I can make it to MakerFaire, sadly"
anger,"Indignant over suggestions that the Prime Minister has replaced his Jaguar with a Rover , Nigel Lawson can at least draw comfort from the fact that he is a wanted man in the City . "
neutral,back home
worry,lonely
worry,Welcome  my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948
sadness,nd I`m alone
sadness,"Sadly, it doesn`t  I was so hopeful after American Doll Posse, too ... it`s just so blah and vacant of dynamic."
neutral,home from school now. watching that `70 show
fear,Sometime back I used to stay with my mum alone then time came when dad joined the family from his working place I found myself having fear for him for no cause at all.
neutral,"morning world, is raining 2day so revision don`t seem so tough,"
neutral,probably not  I want to go home
worry,stupid headache
sadness,distorted
sadness,"I was very sad when I did not get admission in the English college, as I had 1% less marks than they wanted."
neutral,boo  you can come over and we`ll watch telenovelas and braid each others hair.
worry,Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!
worry,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #f
sadness,"Edwin , I would be utterly desolate were it not for my faithful companion here . "
sadness,"After studying a lot for my H.S.C exams, I could not make it to the medical stream and I felt sad about this."
neutral, Thank you . 
sadness,
neutral,starving!!
anger,When my sister broke my china tea set.
worry,thanks
neutral,
neutral,is listening to Jello Biafra at work.
neutral,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r
worry,Indo Girl in Thai Traditional Clothes being object for tourist at Wat Arun
sadness, I really wish I hadn ’ t done it . 
worry,Jesse lacey why do you hate me?
sadness,"I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down."
worry,FAIL.
worry,
fear,"I remember you, this feeling isn't new.& please don't be scared of me. "
worry,
neutral,
worry,
neutral,dreaming & thinking about my garden
sadness,e cranking spreadsheets
neutral,
sadness,I`m not getting another one
sadness," Oh , that ’ s very sad . "
neutral,fool
worry,"she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t"
