GRYD_ETO_ID,INTERVIEW_DATE_FB,SET_admin_num,AGE_1_FB,SEX_1,GRYD_Zone_num,group_position,PAGE_3,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,PAGE_4,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,PAGE_5,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,PAGE_6,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,PAGE_7,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,PAGE_8,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,PAGE_9,group_name_part2,no_group_copy,group_status_no_group,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,PAGE_10,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,PAGE_11,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,PAGE_12,X18,X19,X20,X21,X22,truthy,Optional_Break,Date_of_Break,Time_Break_Begins,Time_Break_Ends,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,Page_13,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,Page_14,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,Page_15,X10,X11,X12,X13,X14,X15,X16,X17,Page_16,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Page_17,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS,END_OF_SET_QUESTIONS
Northeast-20-184-2,"1,18,2017",1,17,1,14,4, ,1,0,0,30,0,0,2,GRYD,4,3,3,1,0,0,777,0,3,3,3,4, ,4,4,3,2,3,4,4,5,5,1,1,5,1,34,0,,0,,0,,0,, ,Homies,"""Yeah, everyone's getting busted."" ""It's too hot.""","""Just going to school.""",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0, ,3,30,3,777,1,5,7,1,1,2,5,5,5,2,4, ,5,1,3,1,1,2,3,5,4,5,4,3,3,4,3,3,2,4, ,5,5,5,3,3,4,3,3,5,4,5,2,3,4, ,Homies,1, ,1,13,1,17,6,23,17,50,1,1,4,4,5,3,5,2,3, ,4,5,4,5,4,5,5,5,3,4,4,4,4,4,4, ,5,5,5,3,2,3,4,3,4,5,5,3,3,4,5, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,3,9,3,0,9,3,2, ,2,2,2,1,2,3,4,Blank, ,777,Northeast-20-184-2, , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-101-2,"1,18,2017",1,16,1,7,4, ,0,0,0,40,5,0,0,777,7,4,4,0,0,1,Probation,1,3,3,2,2, ,2,4,2,2,2,4,3,3,2,3,2,2,1,7,0,,0,,0,,0,, ,No name,Nothing has happened in the last six months,Nothing has happened,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0, ,0,,3,777,1,2,7,5,4,3,5,5,4,5,4, ,5,2,3,4,3,4,3,4,3,4,4,3,3,4,2,2,2,4, ,4,3,4,3,3,2,4,3,3,3,3,4,3,4, ,No group,0,4,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,1,School friends,0,777,0,777,0,School friends,1, ,4,2,5,2,3,3,2,4,3,2,3,4,4, ,3,4,3,3,3,2,2,2,4,1, ,2,0,2,0,0,0,1,2, ,3,2,2,3,1,3,3,Blank, ,777,Hollenbeck 1-20-101-2, , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-103-2,"1,18,2017",1,17,1,7,3, ,0,0,0,25,0,0,0,777,2,0,0,1,0,0,777,0,3,4,3,3, ,2,4,2,3,2,4,1,3,2,2,5,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,3,0, ,0,5,7,777,1,1,5,5,4,4,2,4,4,4,4, ,4,3,2,2,2,3,4,4,4,5,5,5,2,4,1,2,1,4, ,5,4,5,3,4,2,3,3,3,3,3,4,4,4, ,Group,1, ,1,8,1,17,5,,,,,999,1,1,1,0,0,0,0, ,999,3,2,,2,1,2,2,1,,,2,3,3,3, ,2,1,3,2,1,1,2,2,5,5,1,1,5,999,, ,1,1,1,1,0,0.8,2, , , ,0,777,0,777,1,Friends,0,Friends,1, ,4,4,4,1,3,3,1,2,3,,3,2,4, ,,3,1,2,2,4,1,3,5,1, ,3,1,1,0,1,0,0,0, ,3,2,3,4,0,3,3,Blank, ,777,Hollenbeck 1-20-103-2, , , , , , , ,no page 17 completed, 
Foothill-14-320-1,"1,18,2017",1,30,1,5,3, ,0,0,0,0,0,0,0,777,6,1,1,1,1,1,999,0,3,2,3,1, ,3,3,2,2,2,4,4,4,3,1,2,3,0,,0,,1,0,0,,1,0, ,Group,Nothing,Trying to seek help,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,4,2,2,1, ,2,10,12,777,1,1,5,5,5,3,4,4,4,4,4, ,2,2,2,2,3,4,2,3,4,4,3,4,4,3,2,2,3,4, ,4,4,4,4,4,4,4,4,4,3,3,4,4,4, ,Group,1, ,1,15,1,25,6,32,16,40,1,1,0,0,0,0,5,4,1, ,999,3,3,3,3,3,4,3,3,4,3,4,4,4,3, ,3,2,4,4,3,3,2,2,3,3,3,2,3,2,5, ,1,1,1,1,0,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,1,1,2,3,9,0,0, ,4,1,4,2,4,3,3,Blank, ,777,Foothill-14-320-1, , , , , , , ,no page 17 completed, 
Newton 2-23-167-1,"1,19,2017",1,17,1,13,1, ,0,0,0,30,8,0,6,"Substance class, meetings , football",1,0,0,0,0,0,777,0,1,1,1,1, ,1,5,1,2,1,5,3,3,3,2,5,2,0,,0,,0,,0,,1,, ,No group,777,777,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,999,1,999,1,1, ,0,5,3,777,1,2,5,4,4,4,4,4,4,4,5, ,3,3,3,3,3,3,4,4,3,4,3,3,1,1,1,1,1,5, ,2,1,2,2,3,3,4,3,4,4,3,3,2,2, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,1,"1,24,2017",0:05:30,0:03:00,1,999,1,Football,1,Therapy/counseling,1,GRYD,1, ,3,0,5,1,5,5,3,4,4,3,4,4,3, ,1,5,1,1,1,5,3,1,2,2, ,2,9,3,9,9,0,1,0, ,4,2,0,3,0,2,4,Blank, ,999,Newton 2-23-167-1,"1,19,2017","1,26,2017",3,3,1,3,0,Client is very willing to do his best to clear record, 
Valley-92-12-1,"1,19,2017",1,18,1,999,1, ,0,0,0,0,0,0,0,777,2,2,2,0,0,0,777,0,3,2,2,3, ,2,3,2,2,2,3,2,2,5,4,5,2,1,0,1,180,,,,,,, ,Friends,,,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0, ,0,30,6,777,1,5,7,5,5,4,5,5,5,3,5, ,3,1,2,2,,3,4,3,4,4,3,3,3,1,1,2,2,4, ,5,5,5,4,4,2,4,3,4,3,2,4,4,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,1,1,0,2,0,0,0, ,4,2,3,1,2,3,2,Blank, ,777,Valley-92-12-1, , , , , , , ,no page 17 completed, 
Southeast 2-20-85-1,"1,20,2017",2,21,1,20,4, ,0,1,0,0,0,30,8,Hygiene,3,1,1,1,1,0,777,0,2,2,3,3, ,2,4,2,2,3,3,2,4,5,2,,1,0,,0,,1,,0,,0,, ,Homies,Yes my homies passing away,Me going to jail,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,1,1,999,1, ,1,5,2,777,1,1,2,4,2,4,3,3,4,2,3, ,4,2,4,3,4,3,4,4,4,4,4,4,3,4,2,2,3,3, ,5,4,4,3,4,4,4,3,4,4,4,3,3,3, ,Homies,1, ,1,13,1,19,4,21,13,45,1,1,4,4,5,3,2,4,2, ,2,4,3,4,4,4,4,4,5,4,3,4,3,4,2, ,5,5,5,3,3,2,3,3,3,4,3,4,2,4,5, ,1,1,1,1,0,0.8,2, , , ,1,Job,0,777,0,777,0,Security Guard,1, ,3,3,2,3,2,3,1,2,1,3,3,2,3, ,3,3,3,3,4,2,2,1,2,2, ,3,2,1,1,4,1,3,1, ,2,2,2,3,4,3,3,Blank, ,777,Southeast 2-20-85-1,"1,20,2017","1,20,2017",1,2,4,1,3,Blank, 
Foothill-14-310-1,"1,20,2017",1,15,1,5,1, ,0,0,1,40,2,0,0,777,4,3,3,1,0,0,777,0,3,4,4,2, ,2,4,2,2,3,4,4,3,3,2,5,4,0,,0,,0,,0,,0,, ,Homies,My friend pulled over and told me to get out of the car cause the police were coming cause they didn't have a license plate or nothing like that.,My friend told me to come on like a little vacation with him and then like three weeks and I found they had got arrested.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,2,1, ,0,10,3,777,1,3,3,4,3,3,4,5,4,3,5, ,2,2,4,3,2,2,4,3,3,3,4,3,2,3,1,1,2,4, ,4,5,4,3,4,3,2,3,4,3,3,2,3,3, ,Homies,1, ,1,14,0,,3,16,14,16,0,1,5,5,3,4,1,5,4, ,3,5,4,4,4,4,4,4,2,4,4,3,2,2,4, ,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4, ,1,0,1,0,0,0.4,2, , , ,1,Church,0,777,1,Friends,0,Friends,1, ,3,2,3,1,1,2,4,5,5,5,4,4,4, ,3,4,2,2,2,4,4,4,4,3, ,2,4,4,4,0,4,4,3, ,3,2,1,3,1,2,3,Not sure, ,777,Foothill-14-310-1, , , , , , , ,no page 17 completed, 
Newton 2-23-135-1,"1,20,2017",1,21,2,13,1, ,1,0,0,0,0,24,22,Case manager meeting to seek jobs Gym-workout,2,0,0,1,1,1,Father in prison,0,2,2,2,2, ,1,5,1,1,5,5,2,2,2,5,5,1,0,,0,,0,,0,,0,, ,No group,777,777,0,999,0,999,0,999,0,1,1,1,0,999,1,0,0,999,2,2,1,999,999, ,4,20,8,777,1,2,7,4,4,5,4,4,5,4,4, ,4,3,3,3,3,4,4,4,4,4,4,4,1,5,1,1,1,5, ,3,1,4,2,4,2,4,3,2,3,4,3,3,2, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,1,Job,0,777,1,VOALA GRYD,1,GRYD Program,1, ,2,0,4,2,2,0,2,4,4,4,4,4,4, ,1,5,1,1,1,5,2,1,2,2, ,2,9,2,9,9,0,0,0, ,3,2,1,,0,3,4,Blank, ,777,Newton 2-23-135-1,"1,20,2017","1,20,2017",1,3,1,777,0,Client is working and making personal progress, 
SVCIS-0-44-2,"1,20,2017",1,22,2,5,1, ,1,1,,0,0,28,2.5,Parenting,2,2,2,0,0,1,"Arrested, family case relationship",1,1,1,3,1, ,1,3,1,1,2,1,3,3,3,5,2,3,0,,0,,1,3,0,,0,, ,No group,777,777,999,999,999,999,999,999,999,999,999,1,999,999,1,999,999,999,2,999,2,999,999, ,3,10,3,777,1,3,3,4,3,2,2,3,3,3,2, ,3,2,3,3,2,3,3,3,4,3,3,2,1,3,1,1,1,5, ,5,3,5,4,4,3,3,3,4,3,4,3,4,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,1,Job outing,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,1,0,0,0,0,0,0, ,1,,1,4,0,3,4,Blank, ,777,SVCIS-0-44-3, , , , , , , ,no page 17 completed, 
Foothill-14-294-1,"1,20,2017",1,25,1,5,1, ,1,1,1,0,0,30,0,777,7,4,4,1,0,1,Relationship and losing custody of children,1,3,5,3,3, ,3,3,4,2,1,5,5,4,3,2,2,4,1,0,1,0,1,14,0,,0,, ,People,Cause they're not there for any situation that happens,When I had my first daughter,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2,0,0,2,0, ,4,10,3,777,1,3,2,1,1,2,1,1,5,1,4, ,1,2,1,1,1,1,2,4,1,2,2,2,5,1,4,5,4,2, ,2,5,5,3,2,4,2,2,4,4,4,2,4,4, ,People,1, ,1,11,1,17,4,35,28,35,1,1,0,0,0,0,0,0,0, ,7,4,1,1,1,1,1,1,4,4,2,4,4,4,2, ,1,1,1,1,2,2,2,2,2,4,4,2,4,2,5, ,1,1,1,0,0,0.6,2, , , ,1,Work friends,1,GRYD,1,GRYD,1,GRYD,1, ,3,0,5,5,3,2,2,5,5,4,4,5,5, ,1,5,1,1,1,5,4,4,5,3, ,2,0,2,0,3,0,0,3, ,2,2,1,4,0,4,2,Blank, ,777,Foothill-14-294-1, , , , , , , ,no page 17 completed, 
Foothill-14-211-1,"1,23,2017",2,17,2,5,1, ,0,0,0,26.5,0,0,5,Church activities,5,3,3,1,1,1,When I broke up with my ex,1,2,3,2,2, ,2,4,5,3,2,1,3,3,3,4,3,2,1,0,0,,1,0,0,,1,0, ,No group,777,777,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,1,1, ,0,20,7,777,1,1,7,5,3,3,4,4,4,4,4, ,4,3,3,3,3,4,3,3,3,3,4,4,1,5,1,1,1,5, ,5,4,5,4,3,4,3,3,4,3,4,3,3,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,1,1,0,0.4,2, , , ,0,777,0,777,0,777,0,Elvia & Joel,1, ,5,5,3,1,1,1,2,3,4,4,3,4,5, ,2,3,3,2,3,3,5,5,5,4, ,3,9,2,,0,0,0,0, ,3,3,1,,0,3,4,Blank, ,777,Foothill-14-211-1, , , , , , , ,no page 17 completed, 
Rampart 1-12-495-2,"1,23,2017",1,16,1,17,1, ,0,0,0,30,0,0,0,777,3,2,2,1,0,0,777,0,4,4,4,3, ,3,3,2,4,2,4,5,2,3,3,4,5,0,,0,,0,,0,,0,, ,Homies,Nothing,The beef,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0, ,0,0,4,777,1,2,7,5,5,3,3,5,5,4,4, ,3,1,1,3,1,3,4,3,5,5,4,4,1,5,1,1,1,5, ,5,5,5,4,4,4,3,4,5,4,4,4,4,3, ,Homies,1, ,1,15,1,16,4,20,16,21,1,1,2,2,3,1,2,2,2, ,4,3,3,3,4,3,4,3,4,4,2,5,4,4,2, ,4,3,5,5,3,4,3,4,3,3,3,3,4,3,3, ,1,1,1,1,1,1,2, , , ,1,School friends,0,777,0,777,0,Friends,1, ,5,5,5,1,4,3,3,5,4,5,5,4,5, ,2,3,2,4,4,2,4,4,5,4, ,2,2,3,1,0,1,2,2, ,2,3,2,2,2,2,4,Blank, ,777,Rampart 1-12-495-2,"1,23,2017","1,23,2017",3,2,3,3,3,"Most part, he has lower his crew involvement and is progressing. His progress is great. Just needs a little guidance.", 
VMVHF-0-67-1,"1,24,2017",1,27,1,16,4, ,1,1,0,0,0,25,1,Lifeskills/anger management,5,2,2,1,0,0,777,0,4,3,4,3, ,2,3,3,2,2,4,4,3,3,4,4,4,1,0,1,0,1,0,1,0,1,0, ,Homies,One of the homies went to prison,I got a job,999,0,0,0,0,999,1,1,0,999,0,999,999,0,999,999,0,0,2,0,1, ,3,5,3,777,1,2,0,3,2,2,3,2,3,3,1, ,3,3,2,2,3,3,3,4,3,4,1,3,2,4,2,2,2,4, ,3,3,3,3,4,4,4,3,3,2,3,3,2,5, ,Homies,1, ,1,10,1,25,6,16,14,60,1,1,3,3,3,2,3,2,2, ,2,4,4,4,3,4,4,5,4,2,3,3,2,2,3, ,3,3,4,3,4,4,5,4,3,4,3,3,3,4,5, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,1,Helper Foundation,1, ,3,2,4,2,1,0,1,5,5,4,4,4,3, ,2,3,2,2,2,4,3,1,2,2, ,2,2,1,3,2,1,0,0, ,1,3,3,1,3,4,4,Blank, ,777,VMVHF-0-67-1, , , , , , , ,no page 17 completed, 
Pacific-18-244-1,"1,24,2017",1,15,1,16,3, ,0,0,0,2,5,4,1,Counseling,1,0,0,0,0,0,777,0,2,3,2,2, ,2,4,2,2,1,5,2,5,5,1,1,5,0,,0,,0,,0,,0,, ,Homies,Nothing,"My mom had a baby, another boy",1,0,0,0,0,0,1,1,0,999,0,0,0,0,0,0,5,1,1,1,999, ,0,5,7,777,1,2,4,5,3,4,3,3,4,4,5, ,4,1,1,1,1,5,4,4,4,4,4,4,1,5,1,1,1,5, ,5,5,5,4,4,2,2,3,4,4,4,4,4,2, ,Homies,1, ,1,13,0,,6,20,13,50,,999,1,1,1,1,4,3,3, ,1,3,3,3,3,3,4,2,4,2,4,1,1,1,5, ,2,1,4,3,3,2,2,3,3,4,3,2,3,2,5, ,1,0,0,0,1,0.4,1, ,2:20:00,2:35:00,0,777,0,777,1,Life skills,1,Helper Foundation,1, ,1,0,3,2,3,4,1,3,2,2,2,2,4, ,1,4,1,1,1,4,1,1,4,1, ,2,3,1,4,9,3,0,0, ,3,2,0,4,1,3,4,Blank, ,777,Pacific-18-244-1, , , , , , , ,no page 17 completed, 
Foothill-14-286-1,"1,25,2017",1,18,1,5,4, ,0,0,0,0,0,21,10,volunteer at a nursing home,5,0,0,1,0,1,Losing my dad- he died,0,3,2,2,2, ,3,2,2,1,2,4,2,4,1,3,4,2,0,,0,,0,,0,,0,, ,Pacoima Criminals,"Yes, family issues at home. Hard to stay at home, nothing going good at school or home. Nothing solving problems, just getting involved iwth bad people.",No.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0, ,1,31,1,777,1,1,3,5,4,4,5,3,5,3,5, ,4,2,5,1,2,3,3,1,4,4,5,2,3,3,2,2,5,2, ,4,4,4,4,5,4,3,4,5,4,4,3,3,5, ,Pacoima Criminals,1, ,1,16,1,,6,20,17,22,1,1,2,2,4,0,1,1,1, ,5,3,2,3,2,2,4,4,4,5,2,2,2,4,2, ,3,2,3,3,2,2,2,4,4,4,3,2,4,3,3, ,1,1,1,1,0,0.8,1,"2,01,2017", , ,0,777,0,777,1,Friends-school,0,School friends,1, ,4,3,4,2,1,1,2,5,4,3,3,2,4, ,2,1,2,2,2,4,3,3,3,4, ,1,1,2,1,0,0,0,0, ,2,3,3,3,3,3,3,Blank, ,999,Foothill-14-286-1, , , , , , , ,no page 17 completed, 
Southwest 1-15-296-2,"1,25,2017",1,17,2,22,3, ,0,0,0,6,3,0,5,Online life skills,4,2,2,1,0,1,Needs a job,1,3,3,3,3, ,2,3,3,3,3,3,999,4,4,3,3,3,0,,0,,0,,0,,0,, ,Group,No,No,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1, ,0,20,4,777,1,3,4,5,3,5,5,5,5,3,4, ,5,5,5,3,4,5,3,5,5,5,5,5,2,3,2,2,2,2, ,5,4,5,3,5,5,5,5,4,3,2,3,4,4, ,EBInc group,1, ,1,16,1,,2,,,,1,1,3,3,3,2,3,3,1, ,5,4,3,4,4,4,4,4,2,3,3,4,4,4,3, ,5,4,5,4,4,3,3,4,3,3,3,3,3,4,4, ,1,1,1,1,1,1,2, , , ,1,Training activities,1,CBI/Community Build Inc.,1,Community Intervention GRYD,1,CBInc,1, ,4,3,5,5,1,1,2,5,5,5,5,5,5, ,2,4,2,1,1,4,3,2,5,3, ,2,1,2,4,2,0,2,1, ,4,2,1,1,1,3,4,Blank, ,777,Southwest 1-15-296-2,"1,25,2016","1,26,2017",4,2,1,1,1,Blank, 
Pacific-18-85-1,"1,25,2017",1,31,1,16,3, ,0,0,0,0,0,40,5,"Got a job, and still working",4,2,2,1,0,1,My girlfriend loss [sic] our baby,0,4,4,3,4, ,2,3,2,2,2,3,4,3,3,3,3,4,1,0,1,0,1,20,0,,0,, ,Homies,The death of my unborn child,My younger brother got 5 years,999,999,999,999,999,999,999,999,1,1,999,999,999,999,999,999,0,3,0,1,0, ,3,0,5,777,1,1,2,2,2,2,3,3,3,2,1, ,3,2,2,1,2,1,3,2,2,2,3,2,2,4,2,2,2,3, ,2,2,2,2,4,4,4,3,3,2,3,3,2,4, ,Homies,1, ,1,10,1,28,6,18,10,70,1,0,3,3,4,1,2,1,2, ,3,3,4,4,2,4,4,4,3,3,3,3,2,3,4, ,2,2,2,2,4,4,4,3,3,3,2,2,3,4,5, ,1,1,0,1,1,0.8,2, , , ,0,777,0,777,1,Counseling,1,Helper Foundation,1, ,2,0,3,2,1,0,1,5,4,3,3,4,3, ,2,3,2,2,2,4,4,2,2,2, ,1,2,1,4,1,0,0,0, ,1,2,2,3,3,4,4,Blank, ,777,Pacific-18-85-1, , , , , , , ,no page 17 completed, 
Foothill-14-210-1,"1,25,2017",1,16,2,5,1, ,0,0,0,26,0,0,0,777,7,5,5,1,1,1,Too much drama at school that you dont want to deal with.,1,4,4,4,4, ,4,4,5,2,2,4,3,3,3,2,1,3,1,0,0,,1,0,0,,1,0, ,"Columbus, CMK","I dont know, everyone that I liked to kick it with has locked up, so its like a done deal.",Probably not,0,999,0,999,0,999,1,1,0,999,0,999,0,999,0,999,0,1,3,1,2, ,2,5,6,777,1,0,0,3,2,2,1,1,3,1,5, ,2,1,3,1,2,3,3,2,3,2,4,2,3,3,3,4,4,2, ,4,5,5,5,4,2,2,1,1,2,4,2,5,5, ,"Columbus, CMK",1, ,1,13,1,15,3,23,14,26,1,1,4,4,3,5,3,2,3, ,6,4,5,4,4,4,4,5,3,5,3,5,5,4,5, ,5,5,5,5,4,3,5,3,5,5,4,3,5,5,4, ,1,1,1,1,0,0.8,2, , , ,1,School friends,0,777,0,777,0,No name,1, ,3,2,3,2,3,0,1,2,2,2,2,2,3, ,5,2,4,5,4,2,1,4,5,3, ,0,3,1,4,3,4,6,6, ,3,3,3,1,2,3,4,Blank, ,777,Foothill-14-210-1, , , , , , , ,no page 17 completed, 
Harbor-21-172-1,"1,25,2017",1,27,2,6,2, ,1,0,0,0,0,0,0,777,4,0,0,0,0,0,777,0,3,4,4,4, ,2,2,2,2,3,2,4,2,2,4,2,2,0,,0,,1,0,0,,0,, ,Hood,My brother was shot,No,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,2,0, ,1,20,5,777,1,2,3,4,4,2,3,4,4,4,4, ,4,3,3,2,2,4,2,4,3,3,3,4,4,2,2,4,4,5, ,5,5,5,3,4,3,4,2,4,4,4,4,3,4, ,Hood,1, ,1,16,1,18,6,22,14,50,1,1,3,3,3,3,3,6,2, ,2,2,4,4,3,4,2,3,4,4,3,4,4,3,2, ,5,5,5,4,2,3,4,2,4,4,4,2,4,4,4, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,2,9,1,3,9,2,0, ,2,3,4,1,3,3,3,Blank, ,777,Harbor-21-172-1,"1,25,2017","1,25,2017",2,3,4,1,3,Blank, 
Foothill-14-319-1,"1,25,2017",1,22,1,5,3, ,0,0,1,0,0,0,0,777,3,2,2,1,0,0,777,0,2,4,3,2, ,2,4,2,2,2,4,2,5,5,2,3,4,1,0,1,0,1,10,1,40,0,, ,No group,777,777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,18,40,15,1, ,3,31,6,777,1,1,7,5,5,4,5,3,5,5,5, ,5,1,5,2,5,3,2,4,,5,5,5,2,4,2,2,2,4, ,5,5,5,4,4,2,2,2,4,4,4,2,3,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,4,9,9,9,9,9,0,0, ,4,2,3,1,3,3,1,Blank, ,777,Foothill-14-319-1, , , , , , , ,no page 17 completed, 
Mission-14-141-1,"1,26,2017",1,17,1,11,2, ,1,0,0,20,0,0,0,777,1,0,0,0,0,0,777,0,1,1,1,1, ,1,5,1,1,1,5,1,4,4,5,5,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,3,1,999, ,0,30,7,777,1,1,4,5,3,1,2,3,5,5,5, ,2,3,3,2,3,4,5,4,4,4,4,4,1,4,1,1,1,5, ,5,1,5,2,4,1,4,3,1,2,3,3,4,3, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,1,0,0,0,0.2,2, , , ,1,School friends,0,777,0,777,0,School friends,1, ,2,2,1,0,0,0,0,2,1,1,1,1,1, ,1,3,3,3,3,3,1,1,1,1, ,2,9,0,9,9,9,0,0, ,3,2,0,4,1,3,2,Blank, ,777,Mission-14-141-1, , , , , , , ,no page 17 completed, 
77th 3-20-136-1,"1,26,2017",1,15,1,3,1, ,0,0,0,0,5,0,2,999,2,0,0,0,0,0,777,0,3,2,3,3, ,2,3,2,2,2,4,1,3,2,4,4,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,999,999,999,999,999, ,,0,5,777,1,2,5,4,3,3,4,3,3,3,3, ,3,3,2,2,3,3,3,3,5,5,4,4,2,3,3,3,4,3, ,3,3,3,2,4,3,3,3,3,4,4,3,3,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,1,999,1,999,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,1,1,1,1,1,0,0, ,3,1,0,4,2,3,4,Blank, ,777,77th 3-20-136-1,"1,26,2017","1,26,2017",3,2,0,4,1,Blank, 
